121.4413989754,31.0248496177
121.4414558736,31.0248715438
121.4320217023,31.0349088910
121.4413989754,31.0248496177
121.4320686402,31.0349198448
121.4320906084,31.0348938050
121.4414798312,31.0248865159
121.4414558736,31.0248715438
121.4354346112,31.0325494404
121.4384191017,31.0239284335
121.4384191017,31.0239284335
121.4356652670,31.0326401993
121.4355005087,31.0325243421
121.4356492896,31.0326182069
121.4356492896,31.0326182069
121.4356492896,31.0326182069
121.4356492896,31.0326182069
121.4414369104,31.0248975879
121.4414369104,31.0248975879
121.4320446708,31.0349008606
121.4356432874,31.0324861377
121.4356003576,31.0325392235
121.4356003576,31.0325392235
121.4356003576,31.0325392235
121.4385209329,31.0239483026
121.4342766001,31.0355916500
121.4356582773,31.0326352053
121.4356582773,31.0326352053
121.4356582773,31.0326352053
121.4356582773,31.0326352053
121.4384770090,31.0239773811
121.4559551709,31.0332921301
121.4414419026,31.0249125891
121.4545140116,31.0366680666
121.4415127765,31.0249505030
121.4545100220,31.0366760793
121.4416854617,31.0249672482
121.4416854617,31.0249672482
121.4415097824,31.0249555105
121.4323622491,31.0349925556
121.4384680238,31.0239743919
121.4320686385,31.0349008337
121.4320786251,31.0349008225
121.4320326890,31.0349258886
121.4384680238,31.0239743919
121.4320686385,31.0349008337
121.4320786251,31.0349008225
121.4320326890,31.0349258886
121.4323672403,31.0349695366
121.4320356824,31.0348958678
121.4388923186,31.0240888609
121.4320846169,31.0348998152
121.4320566562,31.0349188576
121.4323642447,31.0349735423
121.4320356824,31.0348958678
121.4320846169,31.0348998152
121.4320966043,31.0349398250
121.4323792259,31.0349915357
121.4320356824,31.0348958678
121.4320846169,31.0348998152
121.4320966043,31.0349398250
121.4320526625,31.0349288679
121.4322424108,31.0349806844
121.4320846169,31.0348998152
121.4320966043,31.0349398250
121.4321325518,31.0348937578
121.4320576539,31.0349078501
121.4545030404,31.0366921029
121.4320147123,31.0349159029
121.4320816201,31.0348898127
121.4320526623,31.0349268668
121.4320796238,31.0349008214
121.4320896112,31.0349108160
121.4416215819,31.0250023667
121.4408918849,31.0247603329
121.4320147123,31.0349159029
121.4320816201,31.0348898127
121.4320526623,31.0349268668
121.4320796238,31.0349008214
121.4320896112,31.0349108160
121.4414708490,31.0249035396
121.4385129485,31.0239743290
121.4320147123,31.0349159029
121.4320816201,31.0348898127
121.4320526623,31.0349268668
121.4320796238,31.0349008214
121.4320896112,31.0349108160
121.4416215819,31.0250023667
121.4408918849,31.0247603329
121.4320147123,31.0349159029
121.4320816201,31.0348898127
121.4320796238,31.0349008214
121.4320896112,31.0349108160
121.4415287485,31.0249644867
121.4320806259,31.0349418441
121.4414948093,31.0249505304
121.4415287485,31.0249644867
121.4320806259,31.0349418441
121.4415527040,31.0249554448
121.4415437151,31.0248944229
121.4320806259,31.0349418441
121.4415287485,31.0249644867
121.4415706701,31.0249434103
121.4320856185,31.0349338338
121.4320746303,31.0348988258
121.4414139485,31.0248545978
121.4320856185,31.0349338338
121.4320746303,31.0348988258
121.4320856185,31.0349338338
121.4320746303,31.0348988258
121.4320856185,31.0349338338
121.4320746303,31.0348988258
121.4320856185,31.0349338338
121.4320746311,31.0349078311
121.4370093700,31.0234790994
121.4414389075,31.0249065901
121.4415856464,31.0249864124
121.4320746311,31.0349078311
121.4415856464,31.0249864124
121.4320596531,31.0349288601
121.4413830083,31.0248936678
121.4352319388,31.0327868350
121.4352319388,31.0327868350
121.4414578757,31.0249385799
121.4413500672,31.0248817109
121.4415566942,31.0249264217
121.4413500672,31.0248817109
121.4415566942,31.0249264217
121.4413500672,31.0248817109
121.4320576549,31.0349188565
121.4340279570,31.0355389212
121.4320646453,31.0349168475
121.4413870014,31.0248986646
121.4414908140,31.0249205190
121.4320576549,31.0349188565
121.4340279570,31.0355389212
121.4320646453,31.0349168475
121.4413870014,31.0248986646
121.4414908140,31.0249205190
121.4320576549,31.0349188565
121.4340279570,31.0355389212
121.4320646453,31.0349168475
121.4413870014,31.0248986646
121.4320576549,31.0349188565
121.4340279570,31.0355389212
121.4320646453,31.0349168475
121.4320586527,31.0349088496
121.4320506617,31.0348888469
121.4320766302,31.0349288410
121.4320526625,31.0349298685
121.4321095827,31.0348927830
121.4320506617,31.0348888469
121.4320766302,31.0349288410
121.4320526625,31.0349298685
121.4323432748,31.0349915766
121.4321095827,31.0348927830
121.4320436718,31.0348968594
121.4321415414,31.0349137593
121.4320596531,31.0349288601
121.4321375432,31.0348717394
121.4413999787,31.0249086507
121.4320436718,31.0348968594
121.4320596531,31.0349288601
121.4323252945,31.0349365650
121.4321375432,31.0348717394
121.4355963612,31.0325092111
121.4415137698,31.0248934681
121.4323902075,31.0349515000
121.4355953628,31.0325102130
121.4414958044,31.0249145079
121.4414628641,31.0249095553
121.4414638659,31.0249515783
121.4385438984,31.0239952978
121.4414628641,31.0249095553
121.4414638659,31.0249515783
121.4414628641,31.0249095553
121.4414638659,31.0249515783
121.4414628641,31.0249095553
121.4414638659,31.0249515783
121.4320796269,31.0349378429
121.4321025932,31.0349057985
121.4385658601,31.0239782570
121.4384360738,31.0239334127
121.4321005991,31.0349428222
121.4385079554,31.0239573260
121.4320866149,31.0349068170
121.4320866149,31.0349068170
121.4320866149,31.0349068170
121.4383881526,31.0239184710
121.4415167645,31.0248954647
121.4363374155,31.0232648633
121.4383881526,31.0239184710
121.4358869529,31.0329500948
121.4358649848,31.0329271097
121.4358849489,31.0328680497
121.4358609849,31.0328560736
121.4358330306,31.0328871276
121.4385399055,31.0239993057
121.4358460150,31.0329381406
121.4383512167,31.0239465389
121.4358969377,31.0329520831
121.4358380279,31.0329441544
121.4358400269,31.0329681658
121.4360818085,31.0231981574
121.4358889513,31.0329671021
121.4358929410,31.0329190690
121.4384201050,31.0239854654
121.4415137733,31.0249344921
121.4358929410,31.0329190690
121.4384201050,31.0239854654
121.4415137733,31.0249344921
121.4359348773,31.0329320225
121.4358430185,31.0329241363
121.4358480074,31.0328851072
121.4358919397,31.0328860511
121.4358619883,31.0329131054
121.4354436031,31.0326144668
121.4353976668,31.0325434838
121.4358230516,31.0329521783
121.4354436031,31.0326144668
121.4353976668,31.0325434838
121.4358230516,31.0329521783
121.4354436031,31.0326144668
121.4414259337,31.0249356269
121.4414488916,31.0249325901
121.4353976668,31.0325434838
121.4383452254,31.0239315385
121.4359478597,31.0329600220
121.4354436031,31.0326144668
121.4414558787,31.0249305782
121.4414488916,31.0249325901
121.4353976668,31.0325434838
121.4358480136,31.0329571491
121.4354436031,31.0326144668
121.4415347350,31.0249344600
121.4358639840,31.0328990947
121.4354296202,31.0325654561
121.4359099183,31.0329590704
121.4354296202,31.0325654561
121.4415347350,31.0249344600
121.4359009304,31.0329390704
121.4354296202,31.0325654561
121.4415347350,31.0249344600
121.4358769659,31.0329220914
121.4354585735,31.0325354018
121.4358729785,31.0329961396
121.4354585735,31.0325354018
121.4358579924,31.0328900972
121.4354585735,31.0325354018
121.4358739720,31.0329391051
121.4358709769,31.0329421107
121.4358500076,31.0329231267
121.4320456713,31.0349228723
121.4327327479,31.0350691765
121.4321255600,31.0348797575
121.4413330986,31.0248877403
121.4358919435,31.0329300767
121.4320816237,31.0349308366
121.4320456713,31.0349228723
121.4327327479,31.0350691765
121.4321255600,31.0348797575
121.4413330986,31.0248877403
121.4358460170,31.0329611540
121.4320816237,31.0349308366
121.4320456713,31.0349228723
121.4327327479,31.0350691765
121.4321255600,31.0348797575
121.4413330986,31.0248877403
121.4415796576,31.0249894234
121.4358040682,31.0328061177
121.4320866159,31.0349188240
121.4320596520,31.0349168531
121.4327327479,31.0350691765
121.4321075849,31.0348867818
121.4413840032,31.0248556441
121.4415796576,31.0249894234
121.4358510057,31.0329191231
121.4320866159,31.0349188240
121.4320596520,31.0349168531
121.4321075849,31.0348867818
121.4413840032,31.0248556441
121.4359129103,31.0329210444
121.4320866159,31.0349188240
121.4320596520,31.0349168531
121.4321075849,31.0348867818
121.4358569942,31.0328931002
121.4415367291,31.0249084418
121.4320866159,31.0349188240
121.4320596520,31.0349168531
121.4321075849,31.0348867818
121.4359039233,31.0329100496
121.4416145940,31.0249933722
121.4320756317,31.0349308433
121.4355574277,31.0325913085
121.4320876162,31.0349378339
121.4321175742,31.0349187892
121.4358609942,31.0329641364
121.4355574277,31.0325913085
121.4320876162,31.0349378339
121.4358629858,31.0329030983
121.4355574277,31.0325913085
121.4358839573,31.0329470969
121.4355574277,31.0325913085
121.4359478549,31.0329049900
121.4358440212,31.0329741641
121.4358739788,31.0330181511
121.4358789708,31.0330141423
121.4385219336,31.0239753169
121.4322781546,31.0325782472
121.4383751738,31.0239124856
121.4386477255,31.0240141629
121.4354386060,31.0325594412
121.4322781546,31.0325782472
121.4354386060,31.0325594412
121.4358530105,31.0330101735
121.4413760195,31.0248766685
121.4358619971,31.0330161654
121.4358550084,31.0330221779
121.4357970957,31.0329992390
121.4415057876,31.0249305020
121.4357741271,31.0329542424
121.4415507041,31.0249144239
121.4358220555,31.0329791953
121.4358250516,31.0329871961
121.4361216014,31.0330898724
121.4358480180,31.0330081787
121.4414968014,31.0249004982
121.4361216014,31.0330898724
121.4361216014,31.0330898724
121.4358639945,31.0330211657
121.4361216014,31.0330898724
121.4358799687,31.0330081376
121.4361275929,31.0330988699
121.4361275929,31.0330988699
121.4415377296,31.0249354560
121.4357960938,31.0329602176
121.4361275929,31.0330988699
121.4415377296,31.0249354560
121.4358420256,31.0329891754
121.4361275929,31.0330988699
121.4357940922,31.0329061888
121.4361295896,31.0330968661
121.4361295896,31.0330968661
121.4357571529,31.0329512624
121.4361295896,31.0330968661
121.4358330388,31.0329811823
121.4361295896,31.0330968661
121.4361355806,31.0331008606
121.4362195983,31.0232490079
121.4361355806,31.0331008606
121.4361355806,31.0331008606
121.4358210579,31.0329892024
121.4361355806,31.0331008606
121.4358280467,31.0329841905
